Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits
Wednesday,0.0013848830452757176,2014-10-22,0.7179727411824585,0.6846350571862433,0.9014578482126945,-0.4608005735727768
Thursday,0.5013276623897744,2014-10-23,0.39626046858070624,0.38251445758066216,0.6151002468164136,-0.8053006863846884
Friday,1.001270441734273,2014-10-24,-0.40357257781858114,-0.4552301203087121,-0.3152598927411234,-1.0904042280221324
Saturday,1.5012132210787719,2014-10-25,-1.3057012316350156,-1.3124333130879373,-1.2250796136331044,-1.5893354258876595
Sunday,-1.4984434549882204,2014-10-26,-0.45842674411473244,-0.44498874405089583,-0.2572634165089653,-1.316111198485109
Monday,-0.9985006756437217,2014-10-27,0.8736399698607257,0.8136763980347289,1.0331581796565537,-0.35982640257618204
Tuesday,-0.498557896299223,2014-10-28,0.3910715609580973,0.3948041090900417,0.5728111495637983,-0.5261368018646911
Wednesday,0.0013848830452757176,2014-10-29,0.35623175263486606,0.3446213654267418,0.5220642328606598,-0.5677144016868183
Thursday,0.5013276623897744,2014-10-30,0.034519480033113795,0.10087661049071359,0.2731626890309811,-0.7577834294451143
Friday,1.001270441734273,2014-10-31,-0.8765044439935072,-0.958081694567493,-0.8493107780455798,-1.3814474267770231
Saturday,1.5012132210787719,2014-11-01,-1.4183746542973803,-1.4814160213419065,-1.4026938220940888,-1.6962492540017011
Sunday,-1.4984434549882204,2014-11-02,-0.7653135663661735,-0.7563265822885117,-0.5931596746868812,-1.4705422835387245
Monday,-0.9985006756437217,2014-11-03,0.19315179878144326,0.11726281250321968,0.23933141122888887,-0.49643851627745733
Tuesday,-0.498557896299223,2014-11-04,0.43628918452654636,0.2032903730688767,0.37224000259425133,-0.6508696013310729
Wednesday,0.0013848830452757176,2014-11-05,0.1412627225553542,0.26371449298999294,0.44231907804144244,-0.6449299442136261
Thursday,0.5013276623897744,2014-11-06,0.04637984031336272,0.09370764711024217,0.2369148913858823,-0.6211713157438391
Friday,1.001270441734273,2014-11-07,-0.6518988711862931,-0.6395748929494057,-0.5508705774342659,-1.001309371260431
Saturday,1.5012132210787719,2014-11-08,-1.5606989776603675,-1.4404505163106414,-1.3120743279813416,-1.9041372531123373
Sunday,-1.4984434549882204,2014-11-09,-0.9002251645540051,-0.8208472527127545,-0.703111327543681,-1.3042318842502154
Monday,-0.9985006756437217,2014-11-10,0.4733528104023243,0.3917316962126968,0.5486459511337324,-0.4251626308680963
Tuesday,-0.498557896299223,2014-11-11,0.22354397199958115,0.26678690586733783,0.4374860383554292,-0.6033523443914989
Wednesday,0.0013848830452757176,2014-11-12,0.311014129066417,0.41835927448301924,0.5631450701917718,-0.3420074312238418
Thursday,0.5013276623897744,2014-11-13,0.11754200199485632,0.25756966723530317,0.3951969411028139,-0.44892125933788335
Friday,1.001270441734273,2014-11-14,-0.5436730836290217,-0.5320404422423345,-0.44696022418498255,-0.8884558860289429
Saturday,1.5012132210787719,2014-11-15,-1.5051035388467007,-1.4896091223481596,-1.3906112228790557,-1.8031630821157425
Sunday,-1.4984434549882204,2014-11-16,-0.7653135663661735,-0.7450610684049137,-0.6100753135879273,-1.3220508556025556
Monday,-0.9985006756437217,2014-11-17,0.5519276972589734,0.6313799006455986,0.7709657766903386,-0.12817977499575878
Tuesday,-0.498557896299223,2014-11-18,0.5763896903369868,0.6426454145291964,0.8482944116665495,-0.4429816022204366
Wednesday,0.0013848830452757176,2014-11-19,0.5563753323640668,0.6160178362588741,0.7552583977107957,-0.14005908923065227
Thursday,0.5013276623897744,2014-11-20,0.34733648242467935,0.424504100237709,0.5655615900347785,-0.3182488027540548
Friday,1.001270441734273,2014-11-21,-0.14931610431074466,-0.19714743861174108,-0.08448224773399411,-0.7280851438578806
Saturday,1.5012132210787719,2014-11-22,-1.2486232477863175,-1.2561057436699476,-1.1694996572439529,-1.5358785118306388
Sunday,-1.4984434549882204,2014-11-23,-0.7104594000700223,-0.5873438740345426,-0.42158676583341337,-1.3339301698374493
Monday,-0.9985006756437217,2014-11-24,0.6890631129993517,0.6887316076893698,0.8640017906460923,-0.25291257446214055
Tuesday,-0.498557896299223,2014-11-25,0.4674226302621998,0.30058344751813165,0.4713173161575215,-0.5736540588042651
Wednesday,0.0013848830452757176,2014-11-26,0.14719290269547863,-0.024068179854645416,0.09917326033450669,-0.6271109728612858
Thursday,0.5013276623897744,2014-11-27,-0.3353755062071498,-0.477761148075908,-0.3249259721131498,-1.173559427666387
Friday,1.001270441734273,2014-11-28,-0.6266956055907642,-0.6907817742384873,-0.6040340139804109,-1.0369473139651117
Saturday,1.5012132210787719,2014-11-29,-0.897260074483943,-0.9898299609667236,-0.8891833554551885,-1.3695681125421297
Sunday,-1.4984434549882204,2014-11-30,-0.0737063075241577,-0.11316815329764733,0.07017502221842761,-1.001309371260431
Monday,-0.9985006756437217,2014-12-01,0.8528843393702901,0.9570556656441572,1.0706142372231557,0.2875962232255138
Tuesday,-0.498557896299223,2014-12-02,1.2450175011360205,1.3636383030794648,1.5333777871589176,0.3707514228697683
Wednesday,0.0013848830452757176,2014-12-03,1.195352242462478,1.3052624584099117,1.4802143506127727,0.2935358803429606
Thursday,0.5013276623897744,2014-12-04,0.8728986973432101,0.9089211972324206,1.0440325189500832,0.13910479528934502
Friday,1.001270441734273,2014-12-05,-0.13449065396043347,-0.08858885027888817,0.05809242300339467,-0.7993610292672416
Saturday,1.5012132210787719,2014-12-06,-0.7742088365763602,-0.7962679496939953,-0.6958617680146613,-1.197318056136174
Sunday,-1.4984434549882204,2014-12-07,-0.17748445997633586,0.04250076582116061,0.18254319491823404,-0.6508696013310729
Monday,-0.9985006756437217,2014-12-08,1.3065431200898117,1.4670762032834095,1.6892433170328427,0.2044410235812593
Tuesday,-0.498557896299223,2014-12-09,1.1834918821822291,1.274538329636463,1.4548408922612035,0.2400789662859398
Wednesday,0.0013848830452757176,2014-12-10,1.0196706558112907,1.1588107779231385,1.2675606044281928,0.4895445652187033
Thursday,0.5013276623897744,2014-12-11,0.762449092233392,0.8792212060847533,0.9860360427179251,0.2519582805208333
Friday,1.001270441734273,2014-12-12,-0.17451936990627362,-0.08449229977576166,-0.015611432208306315,-0.41328331663320284
Saturday,1.5012132210787719,2014-12-13,-1.1196418297386104,-1.1311609533245888,-1.0788801631312057,-1.2567146273106415
Sunday,-1.4984434549882204,2014-12-14,-0.36354386187274096,-0.2995612011899042,-0.20772475972733018,-0.7162058296229872
Monday,-0.9985006756437217,2014-12-15,0.4222050066937508,0.5484247529572864,0.6875958421066113,-0.19945566040511978
Tuesday,-0.498557896299223,2014-12-16,0.5749071453019557,0.40504548534785806,0.5196477130176533,-0.20539531752256654
Wednesday,0.0013848830452757176,2014-12-17,0.07899583108404729,0.11316626200009317,0.2115414330343131,-0.3835850310459691
Thursday,0.5013276623897744,2014-12-18,-0.3146198757167141,-0.2585956961586389,-0.18839260098327748,-0.5736540588042651
Friday,1.001270441734273,2014-12-19,-1.0136398597338856,-1.0891713106675418,-1.0535067047796365,-1.1379214849617065
Saturday,1.5012132210787719,2014-12-20,-2.0277006636951693,-1.9781227698459976,-1.9270786280265186,-1.9991717669914852
Sunday,-1.4984434549882204,2014-12-21,-1.9580210470487067,-1.9340848519373874,-1.8787482311663868,-1.981352795639145
Monday,-0.9985006756437217,2014-12-22,-1.2330565249184908,-1.2571298812957292,-1.2528695918276802,-1.1319818278442597
Tuesday,-0.498557896299223,2014-12-23,-1.3472124926158868,-1.5387677283856778,-1.5368106733809546,-1.3695681125421297
Wednesday,0.0013848830452757176,2014-12-24,-1.9906370378193914,-2.043667577896022,-2.0044072630027294,-1.9991717669914852
Thursday,0.5013276623897744,2014-12-25,-2.3079016753160504,-2.330426113114879,-2.306472243378553,-2.1773614805148878
Friday,1.001270441734273,2014-12-26,-1.94912577683852,-1.9842675956006874,-1.960909905828611,-1.8684993104076568
Saturday,1.5012132210787719,2014-12-27,-2.0536452018082136,-2.0498124036507117,-1.9935329237091999,-2.088266623753187
Sunday,-1.4984434549882204,2014-12-28,-1.9735877699165334,-2.0426434402702403,-2.012865082453253,-1.9516545100519114
Monday,-0.9985006756437217,2014-12-29,-1.4398715573053316,-1.5059953243606656,-1.453440738797227,-1.5893354258876595
Tuesday,-0.498557896299223,2014-12-30,-1.413927019192287,-1.555153930398184,-1.5211032944014116,-1.5418181689480854
Wednesday,0.0013848830452757176,2014-12-31,-2.0269593911776536,-2.035474476889769,-2.0031990030812263,-1.9575941671693582
Thursday,0.5013276623897744,2015-01-01,-2.1129470032094586,-2.116381349326518,-2.0732780785284173,-2.08232696663574
Friday,1.001270441734273,2015-01-02,-1.6066578737463322,-1.6944366475044859,-1.6926762032548794,-1.506180226243405
Saturday,1.5012132210787719,2015-01-03,-1.7593600123545372,-1.891071071654559,-1.7941700366611562,-2.147663194927654
Sunday,-1.4984434549882204,2015-01-04,-1.6452040446571412,-1.5705159947849083,-1.5041876555003655,-1.7140682253540414
Monday,-0.9985006756437217,2015-01-05,-0.8023771922419515,-0.9017541251495033,-0.8758924963186522,-0.9240938287336234
Tuesday,-0.498557896299223,2015-01-06,-0.4969729150255415,-0.630357654317371,-0.5907431548438746,-0.7518437723276676
Wednesday,0.0013848830452757176,2015-01-07,-0.5132809104108838,-0.5719818096478181,-0.5315384186902132,-0.7043265153880937
Thursday,0.5013276623897744,2015-01-08,-0.5903732522325018,-0.6866852237353608,-0.6149083532739406,-0.9597317714383039
Friday,1.001270441734273,2015-01-09,-0.9876953216208411,-1.0256747778690807,-0.9278476729432938,-1.38738708389447
Saturday,1.5012132210787719,2015-01-10,-1.60369278367627,-1.743595253542004,-1.6491788460807608,-2.0051114241089323
Sunday,-1.4984434549882204,2015-01-11,-1.3864999360442114,-1.3636401943770189,-1.2564943715921901,-1.7318871967063816
Monday,-0.9985006756437217,2015-01-12,-0.13893828906552683,-0.4347473677930795,-0.3696315892087717,-0.7043265153880937
Tuesday,-0.498557896299223,2015-01-13,-0.22640844613236272,-0.3292611923375715,-0.23188995815739608,-0.7696627436800079
Wednesday,0.0013848830452757176,2015-01-14,-0.13671447151298016,-0.2934163754352144,-0.24397255737242904,-0.5023781733949041
Thursday,0.5013276623897744,2015-01-15,-0.43915365865932793,-0.497219762965759,-0.4372941448129562,-0.7340248009753274
Friday,1.001270441734273,2015-01-16,-0.8690917188183517,-1.0389885670042418,-0.9556376511378697,-1.3279905127200025
Saturday,1.5012132210787719,2015-01-17,-1.752688559696897,-1.746667666419349,-1.666094484981807,-1.9397751958170177
Sunday,-1.4984434549882204,2015-01-18,-1.204146896735384,-1.2089954128839926,-1.0752553833666958,-1.7259475395889348
Monday,-0.9985006756437217,2015-01-19,-0.2590244369030473,-0.2841991368031797,-0.19322564066929065,-0.6983868582706468
Tuesday,-0.498557896299223,2015-01-20,0.05824020059361166,-0.0926854007820147,-0.00957013260078984,-0.49049885916001057
Wednesday,0.0013848830452757176,2015-01-21,-0.057398312138815424,-0.027140592731990307,0.06171720276790455,-0.4608005735727768
Thursday,0.5013276623897744,2015-01-22,-0.16636537221360248,-0.24630604464925937,-0.11710526561458308,-0.8528179433242624
Friday,1.001270441734273,2015-01-23,-0.7445579358757379,-0.7798817476814892,-0.6451148513115229,-1.3517491411897895
Saturday,1.5012132210787719,2015-01-24,-1.6081404187813633,-1.5653953066560002,-1.4401498796606909,-1.9991717669914852
Sunday,-1.4984434549882204,2015-01-25,-0.9736111437880454,-0.9550092816901481,-0.8348116589875402,-1.434904340834044
Monday,-0.9985006756437217,2015-01-26,-0.16562409969608693,-0.10395091466561264,0.042385044023851834,-0.8112403435021351
Tuesday,-0.498557896299223,2015-01-27,0.041932205208269374,0.0619593807110116,0.19462579413326697,-0.5974126872740521
Wednesday,0.0013848830452757176,2015-01-28,0.2583837803228124,0.34564550305252345,0.5208559729391565,-0.5558350874519249
Thursday,0.5013276623897744,2015-01-29,0.19389307129895883,0.20533864832043996,0.2997444073040536,-0.2826108600493743
Friday,1.001270441734273,2015-01-30,-0.2827451574635451,-0.438843918296206,-0.36479854952275853,-0.7518437723276676
Saturday,1.5012132210787719,2015-01-31,-1.373898303246447,-1.3165298635910638,-1.1936648556740188,-1.767525139411062
Sunday,-1.4984434549882204,2015-02-01,-0.789775559444187,-0.8403058676026054,-0.7321095656597602,-1.2745335986629818
Monday,-0.9985006756437217,2015-02-02,0.5030037111029466,0.43372133886974373,0.5268972725466731,-0.074722860938738
Tuesday,-0.498557896299223,2015-02-03,0.6082644085901558,0.49209718353929666,0.5933515682293543,-0.06284354670384451
Wednesday,0.0013848830452757176,2015-02-04,0.6675662099914005,0.5709557807244823,0.715385820301187,-0.20539531752256654
Thursday,0.5013276623897744,2015-02-05,0.27691559326070136,0.232990364216544,0.38915564149529747,-0.5617747445693716
Friday,1.001270441734273,2015-02-06,-0.45249656397460797,-0.48595424908216106,-0.4300445852839364,-0.7043265153880937
Saturday,1.5012132210787719,2015-02-07,-1.3724157582114158,-1.293998835823868,-1.2009144152030384,-1.601214740122553
Sunday,-1.4984434549882204,2015-02-08,-0.5940796148200795,-0.5197507907329549,-0.39983808724635406,-1.0488266282000052
Monday,-0.9985006756437217,2015-02-09,0.7261267388751297,0.6928281581924964,0.8386283322945232,-0.10442114652597176
Tuesday,-0.498557896299223,2015-02-10,1.0448739214068197,0.8710281050785003,1.0162425407555074,0.055949595645090514
Wednesday,0.0013848830452757176,2015-02-11,0.7105600160073029,0.7645177919972106,0.9171652271922373,-0.074722860938738
Thursday,0.5013276623897744,2015-02-12,0.3376999396969771,0.38558687045800705,0.45802645702098527,-0.0153262897642705
Friday,1.001270441734273,2015-02-13,-0.4043138503360967,-0.28522327442896134,-0.21497431925634997,-0.5974126872740521
Saturday,1.5012132210787719,2015-02-14,-1.4332001046476914,-1.410750525162974,-1.3386560462544141,-1.601214740122553
Sunday,-1.4984434549882204,2015-02-15,-0.6304019681783419,-0.6815645356064526,-0.5992009742943977,-1.0072490283778779
Monday,-0.9985006756437217,2015-02-16,0.41108591893101737,0.36305584269081115,0.47735861576503796,-0.24103326022724703
Tuesday,-0.498557896299223,2015-02-17,0.48076553557747986,0.521797174686964,0.6356406654819696,-0.09848148940852501
Wednesday,0.0013848830452757176,2015-02-18,0.6134533162127648,0.5975833589948046,0.719010600065697,-0.06878320382129126
Thursday,0.5013276623897744,2015-02-19,0.5000386210328843,0.3732972189486275,0.4592347169424885,-0.09254183229107826
Friday,1.001270441734273,2015-02-20,-0.3791105847405677,-0.3292611923375715,-0.2294734383143895,-0.7815420579149014
Saturday,1.5012132210787719,2015-02-21,-1.2308327073659442,-1.146523017711313,-1.0414241055646036,-1.529938854713192
Sunday,-1.4984434549882204,2015-02-22,-0.34501204893485204,-0.2585956961586389,-0.12314656522209955,-0.8943955431463897
Monday,-0.9985006756437217,2015-02-23,0.9989150253208551,1.0574211529707571,1.2107723881175378,0.18068239511147227
Tuesday,-0.498557896299223,2015-02-24,1.3109907551949052,1.1977280077028405,1.342472719561397,0.3469927943999813
Wednesday,0.0013848830452757176,2015-02-25,1.1115884479832199,1.1024832085051488,1.2095641281960345,0.4479669653965761
Thursday,0.5013276623897744,2015-02-26,0.869933607273148,0.8239177742925452,0.9123321875062241,0.2935358803429606
Friday,1.001270441734273,2015-02-27,0.23614560479734564,0.02713870143443614,0.06655024245391773,-0.16975737481788603
Saturday,1.5012132210787719,2015-02-28,-1.075165478687677,-0.9888058233409419,-0.8903916153766918,-1.3576887983072363
Sunday,-1.4984434549882204,2015-03-01,-0.15450501193335356,-0.03738196898980662,0.10642281986352646,-0.7399644580927741
Monday,-0.9985006756437217,2015-03-02,0.8840177851059435,0.8556660406917758,0.9558295446803426,0.2638375947557268
Tuesday,-0.498557896299223,2015-03-03,1.228709505750678,1.1086280342598387,1.2796432036432257,0.13910479528934502
Wednesday,0.0013848830452757176,2015-03-04,1.089350272457753,1.1444728511621958,1.239770626233617,0.5430014792757241
Thursday,0.5013276623897744,2015-03-05,0.49484971341027545,0.654935066038576,0.7468005782602727,0.12722548105445153
Friday,1.001270441734273,2015-03-06,-0.16488282717857136,-0.24118535652035122,-0.20772475972733018,-0.3776453739285223
Saturday,1.5012132210787719,2015-03-07,-0.8883648042737562,-0.9160920519104462,-0.8553520776530962,-1.1082231993744727
Sunday,-1.4984434549882204,2015-03-08,-0.5651699866369728,-0.48595424908216106,-0.3950050475603409,-0.8765765717940494
Monday,-0.9985006756437217,2015-03-09,0.9522148567173749,0.9027763714777308,0.9848277827964218,0.3945100513395553
Tuesday,-0.498557896299223,2015-03-10,0.9485084941297971,1.0072384093074571,1.1104868146327644,0.38263073710466183
Wednesday,0.0013848830452757176,2015-03-11,0.8254572562222144,0.9386211883800879,1.0053682014619778,0.5014238794535968
Thursday,0.5013276623897744,2015-03-12,0.9307179537094237,0.8618108664464655,0.9340808660932834,0.4063893655744488
Friday,1.001270441734273,2015-03-13,0.05156874793597163,0.1049731609938401,0.15475321672365824,-0.15193840346554577
Saturday,1.5012132210787719,2015-03-14,-1.031430400154259,-0.977540309457344,-0.9133485538852544,-1.1794990847838338
Sunday,-1.4984434549882204,2015-03-15,-0.3894883999857855,-0.33028532996335314,-0.28384513478203777,-0.5201971447472443
Monday,-0.9985006756437217,2015-03-16,0.9277528636393615,0.8484970773113043,0.9195817470352439,0.40044970845700206
Tuesday,-0.498557896299223,2015-03-17,0.9818657574179972,1.0502521895902857,1.1551924317283864,0.4123290226918956
Wednesday,0.0013848830452757176,2015-03-18,1.0003975703558863,1.127062511523908,1.2409788861551203,0.4360876511616826
Thursday,0.5013276623897744,2015-03-19,0.8914305102810991,0.8915108575941328,1.0041599415404745,0.23413930916849304
Friday,1.001270441734273,2015-03-20,0.08121964863659396,-0.027140592731990307,0.03755200433783866,-0.3420074312238418
Saturday,1.5012132210787719,2015-03-21,-1.0588574833023345,-0.9908540985925052,-0.9230146332572807,-1.2091973703710674
Sunday,-1.4984434549882204,2015-03-22,-0.2404926239651583,-0.16027848408360235,-0.05185922985340516,-0.6746282298008599
Monday,-0.9985006756437217,2015-03-23,1.1456869837889356,1.0307935747004346,1.0875298761242018,0.6320963360374253
Tuesday,-0.498557896299223,2015-03-24,1.2183316905054602,1.16597974130361,1.2760184238787158,0.4895445652187033
Wednesday,0.0013848830452757176,2015-03-25,1.099728087702971,1.0656142539770102,1.1443180924348566,0.5548807935106176
Thursday,0.5013276623897744,2015-03-26,0.732056919015254,0.8321108752987982,0.9099156676632175,0.3529324515174281
Friday,1.001270441734273,2015-03-27,0.1464516301779631,0.003583536041458626,0.01821984559378594,-0.06878320382129126
Saturday,1.5012132210787719,2015-03-28,-0.8483360883279161,-0.9539851440643665,-0.9423467920013334,-0.9003352002638364
Sunday,-1.4984434549882204,2015-03-29,-0.33611677872466533,-0.25552328328129403,-0.17631000176824452,-0.6152316586263924
Monday,-0.9985006756437217,2015-03-30,1.126413898333531,1.0676625292285733,1.153984171806883,0.5192428508059371
Tuesday,-0.498557896299223,2015-03-31,1.0863851823876909,1.0451315014613776,1.121361153926294,0.5489411363931709
Wednesday,0.0013848830452757176,2015-04-01,0.8995845079737702,0.838255701053488,0.8930000287621713,0.4717255938663631
Thursday,0.5013276623897744,2015-04-02,0.32435703438169705,0.27805241975093575,0.33720046487065575,-0.045024575351504253
Friday,1.001270441734273,2015-04-03,-0.5132809104108838,-0.5514990571321855,-0.535163198454723,-0.5677144016868183
Saturday,1.5012132210787719,2015-04-04,-1.0432907604345079,-1.1629092197238193,-1.1102949210902915,-1.2864129128978752
Sunday,-1.4984434549882204,2015-04-05,-0.600009794960204,-0.6928300494900506,-0.6475313711545295,-0.8349989719719222
Monday,-0.9985006756437217,2015-04-06,0.8061841707668099,0.7675902048745554,0.8482944116665495,0.28165656610806705
Tuesday,-0.498557896299223,2015-04-07,1.1834918821822291,1.1895349066965875,1.2385623663121137,0.810286049560828
Wednesday,0.0013848830452757176,2015-04-08,1.101210632738002,1.0983866580020223,1.1721080706294325,0.6083377075676384
Thursday,0.5013276623897744,2015-04-09,1.015964293223713,1.1475452640395407,1.207147608353028,0.7211911927991266
Friday,1.001270441734273,2015-04-10,0.04637984031336272,0.2770282821251541,0.3214930858911129,0.026251310057856758
Saturday,1.5012132210787719,2015-04-11,-0.917274432456863,-0.8085576012033748,-0.7200269664447272,-1.1498007991966
Sunday,-1.4984434549882204,2015-04-12,0.0397083876557227,-0.040454381867151515,0.019428105515289236,-0.3301281169889483
Monday,-0.9985006756437217,2015-04-13,1.6727317437424976,1.579731342119389,1.6384964003297042,1.1072689054331655
Tuesday,-0.498557896299223,2015-04-14,1.5748837714304438,1.4834624052959156,1.530961267315911,1.0775706198459316
Wednesday,0.0013848830452757176,2015-04-15,1.5229946952043547,1.501896882559985,1.5611677653534934,1.0359930200238043
Thursday,0.5013276623897744,2015-04-16,1.4496087159703144,1.3646624407052463,1.395636156107542,1.0538119913761448
Friday,1.001270441734273,2015-04-17,0.4199811891412041,0.3732972189486275,0.3746565224372579,0.32323416593019433
Saturday,1.5012132210787719,2015-04-18,-0.6726545016767288,-0.6672266088455098,-0.6487396310760328,-0.6805678869183066
Sunday,-1.4984434549882204,2015-04-19,0.14422781262541642,0.2063627859462216,0.2876618080890207,-0.21727463175746003
Monday,-0.9985006756437217,2015-04-20,1.7194319123459776,1.79377610590775,1.810069309183172,1.5052259323020978
Tuesday,-0.498557896299223,2015-04-21,1.6186188499638618,1.54900721334594,1.616747721742645,1.0359930200238043
Wednesday,0.0013848830452757176,2015-04-22,1.6638364735323108,1.607383058015493,1.6505789995447373,1.2082430764297603
Thursday,0.5013276623897744,2015-04-23,1.6556824758396396,1.451714138896685,1.489880429984799,1.0953895911982718
Friday,1.001270441734273,2015-04-24,0.4036731937558618,0.45522822901115795,0.5003155542736005,0.18068239511147227
Saturday,1.5012132210787719,2015-04-25,-0.5644287141194573,-0.5351128551196793,-0.4783749821440682,-0.7518437723276676
Sunday,-1.4984434549882204,2015-04-26,0.18944543619386547,0.25244897910639497,0.31061874659758326,-0.06284354670384451
Monday,-0.9985006756437217,2015-04-27,1.792817891580018,1.8316691980616702,1.8680657854153302,1.4398897040101835
Tuesday,-0.498557896299223,2015-04-28,2.0137171017996542,2.046738099475813,2.0903856109719365,1.594320789063799
Wednesday,0.0013848830452757176,2015-04-29,1.9077151317949295,1.974024328045317,2.0287643549752685,1.475527646714864
Thursday,0.5013276623897744,2015-04-30,1.2850462170818606,1.171100429432518,1.2313128067830938,0.7390101641514669
Friday,1.001270441734273,2015-05-01,0.09752764402193624,0.1244317758836911,0.15837799648816814,-0.056903889586397756
Saturday,1.5012132210787719,2015-05-02,-0.6645005039840576,-0.5965611126665772,-0.5714109960998219,-0.6508696013310729
Sunday,-1.4984434549882204,2015-05-03,0.07084183339137615,0.27395586924780924,0.403654760553337,-0.39546434528086255
Monday,-0.9985006756437217,2015-05-04,1.7112779146533066,1.8531760882030845,1.9478109402345478,1.1726051337250798
Tuesday,-0.498557896299223,2015-05-05,1.5622821386326793,1.6155761590217461,1.6759524578963063,1.1310275339029525
Wednesday,0.0013848830452757176,2015-05-06,1.8054195243777824,1.8695622902155906,1.9671430989786005,1.1726051337250798
